c,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
232,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,3720,23377,,9.15,9.85,Import,2021,Qtr 1,February,1
233,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,51,320,,-20.31,-20,Import,2021,Qtr 1,February,1
235,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,5703,35838,,14.91,15.65,Import,2021,Qtr 1,February,1
236,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,17344,108992,,10.55,11.26,Import,2021,Qtr 1,February,1
237,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,1271,7987,,28.38,29.2,Import,2021,Qtr 1,February,1
238,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6325,39747,,4.51,5.18,Import,2021,Qtr 1,February,1
239,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,2527,15880,,241.95,244.17,Import,2021,Qtr 1,February,1
240,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,7977,50128,,-19.59,-19.08,Import,2021,Qtr 1,February,1
241,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,16,101,,-95.78,-95.73,Import,2021,Qtr 1,February,1
243,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,869356,53679,337325,-22.49,-12.03,-11.46,Import,2021,Qtr 1,February,1
244,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,533169,33659,211517,-14.91,-4.23,-3.62,Import,2021,Qtr 1,February,1
245,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,35733,224550,,0,0.64,Import,2021,Qtr 1,February,1
246,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,5002,31433,,-31.68,-31.24,Import,2021,Qtr 1,February,1
247,PETROLEUM GROUP,, OTHERS,,,4,25,,300,316.67,Import,2021,Qtr 1,February,1
249,TEXTILE GROUP,, RAW COTTON,MT,92197,24683,155111,-14.26,-15.81,-15.27,Import,2021,Qtr 1,February,1
250,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,34351,8519,53534,15.1,28.11,28.93,Import,2021,Qtr 1,February,1
251,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,32047,8377,52642,-15.77,-14.6,-14.05,Import,2021,Qtr 1,February,1
252,TEXTILE GROUP,, WORN CLOTHING,MT,59677,3956,24860,-15.4,-15.33,-14.78,Import,2021,Qtr 1,February,1
253,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,9450,59385,,-20.31,-19.79,Import,2021,Qtr 1,February,1
255,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,14658,899,5649,-83.76,-83.75,-83.65,Import,2021,Qtr 1,February,1
256,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,2835,1795,11280,23.1,48.22,49.19,Import,2021,Qtr 1,February,1
257,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,138091,31810,199898,-17.85,-10.83,-10.26,Import,2021,Qtr 1,February,1
258,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,2254,16692,104894,34.17,37.73,38.62,Import,2021,Qtr 1,February,1
259,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,62422,392267,,15.9,16.64,Import,2021,Qtr 1,February,1
261,METAL GROUP,, GOLD,KG,10,92,578,100,64.29,65.14,Import,2021,Qtr 1,February,1
262,METAL GROUP,, IRON AND STEEL SCRAP,MT,377750,23709,148990,-13.25,-8.21,-7.62,Import,2021,Qtr 1,February,1
263,METAL GROUP,, IRON AND STEEL,MT,220787,23312,146495,-21.92,-18.27,-17.74,Import,2021,Qtr 1,February,1
264,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,2070,13008,,-17.37,-16.83,Import,2021,Qtr 1,February,1
265,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,13129,82504,,1.89,2.55,Import,2021,Qtr 1,February,1
267,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,14872,3638,22862,2.09,2.86,3.52,Import,2021,Qtr 1,February,1
268,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,472811,3901,24514,-29.88,-18.1,-17.57,Import,2021,Qtr 1,February,1
269,MISCELLANEOUS GROUP,, WOOD & CORK,,,1398,8785,,-2.58,-1.95,Import,2021,Qtr 1,February,1
270,MISCELLANEOUS GROUP,, JUTE,MT,6231,859,5398,21.46,27.07,27.88,Import,2021,Qtr 1,February,1
271,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,44566,6147,38628,-7.48,-5.34,-4.74,Import,2021,Qtr 1,February,1
272,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,55268,347315,,-16.55,-16.01,Import,2021,Qtr 1,February,1
275,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,4980,2555,15953,-20.36,-30.8,-30.83,Import,2021,Qtr 1,January,1
276,FOOD GROUP,, WHEAT UNMILLED,MT,421712,21372,133447,-53.25,-47.36,-47.38,Import,2021,Qtr 1,January,1
277,FOOD GROUP,, DRY FRUITS & NUTS,MT,7200,1717,10721,-23.34,-18.16,-18.22,Import,2021,Qtr 1,January,1
278,FOOD GROUP,, TEA,MT,22404,8045,50233,-3.46,-3.86,-3.91,Import,2021,Qtr 1,January,1
279,FOOD GROUP,, SPICES,MT,20042,3648,22778,16.3,15.77,15.74,Import,2021,Qtr 1,January,1
280,FOOD GROUP,, SOYABEAN OIL,MT,10,2,12,150,100,200,Import,2021,Qtr 1,January,1
281,FOOD GROUP,, PALM OIL,MT,301710,40994,255967,1.81,8.58,8.53,Import,2021,Qtr 1,January,1
282,FOOD GROUP,, SUGAR,MT,245,27,169,-99.01,-98.57,-98.56,Import,2021,Qtr 1,January,1
283,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,72276,6814,42547,-33.24,-31.77,-31.8,Import,2021,Qtr 1,January,1
284,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,32531,203124,,-5.13,-5.18,Import,2021,Qtr 1,January,1
286,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,30633,191273,,25.4,25.34,Import,2021,Qtr 1,January,1
287,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,5373,33549,,-29.23,-29.26,Import,2021,Qtr 1,January,1
288,MACHINERY GROUP,, TEXTILE MACHINERY,,,8247,51494,,6.99,6.94,Import,2021,Qtr 1,January,1
289,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,1654,10328,,49.41,49.36,Import,2021,Qtr 1,January,1
290,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,24222,151242,,20,19.95,Import,2021,Qtr 1,January,1
292,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,31527,196855,,-8.29,-8.33,Import,2021,Qtr 1,January,1
293,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,4841,30227,,-31.47,-31.5,Import,2021,Qtr 1,January,1
294,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1321,8248,,-1.56,-1.61,Import,2021,Qtr 1,January,1
295,MACHINERY GROUP,, OTHER MACHINERY,,,39454,246351,,12.44,12.38,Import,2021,Qtr 1,January,1
299,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,1904,11889,,18.7,18.68,Import,2021,Qtr 1,January,1
300,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,3408,21280,,20.21,20.18,Import,2021,Qtr 1,January,1
301,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,64,400,,64.1,65.98,Import,2021,Qtr 1,January,1
303,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,4963,30989,,-16.62,-16.66,Import,2021,Qtr 1,January,1
304,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,15689,97962,,-6.06,-6.1,Import,2021,Qtr 1,January,1
305,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,990,6182,,-27.53,-27.56,Import,2021,Qtr 1,January,1
306,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6052,37789,,-7.98,-8.02,Import,2021,Qtr 1,January,1
307,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,739,4614,,-28.67,-28.73,Import,2021,Qtr 1,January,1
308,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,9921,61947,,5.85,5.8,Import,2021,Qtr 1,January,1
309,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,379,2366,,2607.14,2528.89,Import,2021,Qtr 1,January,1
311,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1121652,61019,381003,2.77,8,7.95,Import,2021,Qtr 1,January,1
312,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,626586,35146,219452,-18.47,-7.64,-7.68,Import,2021,Qtr 1,January,1
313,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,35733,223117,,23.14,23.08,Import,2021,Qtr 1,January,1
314,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,7321,45712,,-13.58,-13.62,Import,2021,Qtr 1,January,1
315,PETROLEUM GROUP,, OTHERS,,,1,6,,-50,-60,Import,2021,Qtr 1,January,1
317,TEXTILE GROUP,, RAW COTTON,MT,107537,29318,183062,16.32,18.07,18.02,Import,2021,Qtr 1,January,1
318,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,29845,6650,41523,-17.53,-12.66,-12.7,Import,2021,Qtr 1,January,1
319,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,38045,9809,61247,-6.86,-5.84,-5.88,Import,2021,Qtr 1,January,1
320,TEXTILE GROUP,, WORN CLOTHING,MT,70537,4672,29172,-15.22,-15.83,-15.87,Import,2021,Qtr 1,January,1
321,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,11858,74041,,-20.5,-20.53,Import,2021,Qtr 1,January,1
323,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,90251,5532,34542,-39.41,-38.47,-38.5,Import,2021,Qtr 1,January,1
324,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,2303,1211,7561,-38.8,-44.55,-44.58,Import,2021,Qtr 1,January,1
325,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,168104,35675,222755,-0.61,0.74,0.69,Import,2021,Qtr 1,January,1
326,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,1680,12119,75671,-25.5,-24.19,-24.23,Import,2021,Qtr 1,January,1
327,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,53859,336296,,-17.63,-17.66,Import,2021,Qtr 1,January,1
329,METAL GROUP,, GOLD,KG,5,56,350,-37.5,-29.11,-28.72,Import,2021,Qtr 1,January,1
330,METAL GROUP,, IRON AND STEEL SCRAP,MT,435458,25829,161276,-8.11,-3.66,-3.71,Import,2021,Qtr 1,January,1
331,METAL GROUP,, IRON AND STEEL,MT,282785,28522,178092,37.13,32.29,32.23,Import,2021,Qtr 1,January,1
332,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,2505,15641,,0.89,0.82,Import,2021,Qtr 1,January,1
333,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,12885,80454,,3.26,3.22,Import,2021,Qtr 1,January,1
335,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,14568,3537,22085,-11.27,-8.86,-8.91,Import,2021,Qtr 1,January,1
336,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,674303,4763,29740,-16.98,-15.04,-15.07,Import,2021,Qtr 1,January,1
337,MISCELLANEOUS GROUP,, WOOD & CORK,,,1435,8960,,-24.67,-24.7,Import,2021,Qtr 1,January,1
338,MISCELLANEOUS GROUP,, JUTE,MT,5130,676,4221,-41.14,-43.24,-43.27,Import,2021,Qtr 1,January,1
339,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,48167,6494,40549,-8.86,-10.69,-10.73,Import,2021,Qtr 1,January,1
340,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,66228,413529,,1.24,1.19,Import,2021,Qtr 1,January,1
343,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,3251,1686,10564,-36.97,-31.8,-33.27,Import,2021,Qtr 3,July,1
344,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2021,Qtr 3,July,1
345,FOOD GROUP,, DRY FRUITS & NUTS,MT,3008,282,1767,-0.43,-15.32,-17.12,Import,2021,Qtr 3,July,1
346,FOOD GROUP,, TEA,MT,18625,6564,41127,-4.73,-3.46,-5.53,Import,2021,Qtr 3,July,1
347,FOOD GROUP,, SPICES,MT,15761,4143,25958,16.96,39.17,36.16,Import,2021,Qtr 3,July,1
348,FOOD GROUP,, SOYABEAN OIL,MT,10110,1930,12093,-53.65,-48.33,-49.44,Import,2021,Qtr 3,July,1
349,FOOD GROUP,, PALM OIL,MT,221958,40542,254020,-7.72,-4.31,-6.37,Import,2021,Qtr 3,July,1
350,FOOD GROUP,, SUGAR,MT,33620,2923,18314,6518.11,4136.23,4043.44,Import,2021,Qtr 3,July,1
351,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,128167,14300,89598,-7.7,6.17,3.88,Import,2021,Qtr 3,July,1
352,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,30898,193595,,-41,-42.27,Import,2021,Qtr 3,July,1
354,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,26308,164835,,-48.21,-49.33,Import,2021,Qtr 3,July,1
355,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,6679,41848,,-3.83,-5.91,Import,2021,Qtr 3,July,1
356,MACHINERY GROUP,, TEXTILE MACHINERY,,,10318,64648,,-34.73,-36.13,Import,2021,Qtr 3,July,1
357,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,1727,10821,,-31.55,-33.03,Import,2021,Qtr 3,July,1
358,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,29205,182987,,-8.77,-10.74,Import,2021,Qtr 3,July,1
360,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,19030,119234,,-40.46,-41.75,Import,2021,Qtr 3,July,1
361,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,6265,39254,,-22.22,-23.89,Import,2021,Qtr 3,July,1
362,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1569,9831,,-14.64,-16.47,Import,2021,Qtr 3,July,1
363,MACHINERY GROUP,, OTHER MACHINERY,,,39633,248325,,-21.16,-22.85,Import,2021,Qtr 3,July,1
367,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,2557,16021,,-8.25,-10.22,Import,2021,Qtr 3,July,1
368,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,5272,33032,,9.42,7.07,Import,2021,Qtr 3,July,1
369,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,67,420,,9.84,7.42,Import,2021,Qtr 3,July,1
371,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,7372,46190,,-8.46,-10.42,Import,2021,Qtr 3,July,1
372,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,17190,107706,,-9.68,-11.62,Import,2021,Qtr 3,July,1
373,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,990,6203,,-22.11,-23.79,Import,2021,Qtr 3,July,1
374,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,6123,38364,,1.54,-0.65,Import,2021,Qtr 3,July,1
375,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,1759,11021,,30.01,27.23,Import,2021,Qtr 3,July,1
376,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,10985,68828,,-11.05,-12.96,Import,2021,Qtr 3,July,1
377,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,146,915,,-84.23,-84.57,Import,2021,Qtr 3,July,1
379,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1297724,103337,647469,-14.36,-9.18,-11.14,Import,2021,Qtr 3,July,1
380,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,742978,60077,376419,-9.04,0.53,-1.64,Import,2021,Qtr 3,July,1
381,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,43359,271670,,-11.66,-13.56,Import,2021,Qtr 3,July,1
382,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,5544,34737,,-29.01,-30.55,Import,2021,Qtr 3,July,1
383,PETROLEUM GROUP,, OTHERS,,,0,0,,-100,-100,Import,2021,Qtr 3,July,1
385,TEXTILE GROUP,, RAW COTTON,MT,49170,15666,98157,-40,-38.17,-39.5,Import,2021,Qtr 3,July,1
386,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,53352,14737,92336,91.08,76.49,72.7,Import,2021,Qtr 3,July,1
387,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,45726,13811,86534,206.23,164.33,158.61,Import,2021,Qtr 3,July,1
388,TEXTILE GROUP,, WORN CLOTHING,MT,90390,6153,38552,-2.99,1.94,-0.25,Import,2021,Qtr 3,July,1
389,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,13495,84554,,33.13,30.26,Import,2021,Qtr 3,July,1
391,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,152559,13871,86910,-51.73,-50.04,-51.12,Import,2021,Qtr 3,July,1
392,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,2015,1972,12356,-34.43,-32.44,-33.89,Import,2021,Qtr 3,July,1
393,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, PLASTIC MATERIALS,MT,152087,37685,236119,19.32,11.31,8.91,Import,2021,Qtr 3,July,1
394,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, MEDICINAL PRODUCTS,MT,4023,37367,234127,156.08,-1.95,-4.06,Import,2021,Qtr 3,July,1
395,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, OTHERS,,,67091,420366,,-5.56,-7.59,Import,2021,Qtr 3,July,1
397,METAL GROUP,, GOLD,KG,13,121,758,62.5,65.75,63.36,Import,2021,Qtr 3,July,1
398,METAL GROUP,, IRON AND STEEL SCRAP,MT,246169,21302,133470,-15.28,-7.68,-9.67,Import,2021,Qtr 3,July,1
399,METAL GROUP,, IRON AND STEEL,MT,255690,37488,234885,17.55,64.41,60.87,Import,2021,Qtr 3,July,1
400,METAL GROUP,, ALUMINIUM WROUGHT & WORKED,,,2782,17431,,-8.31,-10.27,Import,2021,Qtr 3,July,1
401,METAL GROUP,, ALL OTHER METALS & ARTICALS,,,17674,110738,,27.83,25.08,Import,2021,Qtr 3,July,1
403,MISCELLANEOUS GROUP,, RUBBER CRUDE INCL  SYNTH/RECLAIMED,MT,21392,2673,16748,-11.47,31.8,28.95,Import,2021,Qtr 3,July,1
404,MISCELLANEOUS GROUP,, RUBBER TYRES & TUBES,NO,500279,3385,21209,-35.76,-36.2,-37.58,Import,2021,Qtr 3,July,1
405,MISCELLANEOUS GROUP,, WOOD & CORK,,,1519,9517,,-29.97,-31.47,Import,2021,Qtr 3,July,1
406,MISCELLANEOUS GROUP,, JUTE,MT,1155,221,1385,-21.91,-24.05,-25.62,Import,2021,Qtr 3,July,1
407,MISCELLANEOUS GROUP,, PAPER & PAPER BOARD & MANUF THEREOF,MT,41614,6398,40087,1.08,-4.01,-6.08,Import,2021,Qtr 3,July,1
408,MISCELLANEOUS GROUP,,ALL OTHERS ITEMS,,,69769,437145,,-3.02,-5.11,Import,2021,Qtr 3,July,1
411,FOOD GROUP,," MILK,CREAM & MILK FOOD FOR INFANTS",MT,5170,2472,15830,-9.95,-2.29,-4.1,Import,2021,Qtr 2,June,1
412,FOOD GROUP,, WHEAT UNMILLED,MT,0,0,0,0,0,0,Import,2021,Qtr 2,June,1
413,FOOD GROUP,, DRY FRUITS & NUTS,MT,3481,333,2132,-14.95,-13.05,-14.72,Import,2021,Qtr 2,June,1
414,FOOD GROUP,, TEA,MT,19535,6798,43531,-7.86,-9.55,-11.22,Import,2021,Qtr 2,June,1
415,FOOD GROUP,, SPICES,MT,10488,2977,19063,-28.42,-17.99,-19.5,Import,2021,Qtr 2,June,1
416,FOOD GROUP,, SOYABEAN OIL,MT,21811,3735,23917,149.27,164.71,159.83,Import,2021,Qtr 2,June,1
417,FOOD GROUP,, PALM OIL,MT,240537,42366,271292,0.83,8.33,6.34,Import,2021,Qtr 2,June,1
418,FOOD GROUP,, SUGAR,MT,509,69,442,14.9,56.82,54.55,Import,2021,Qtr 2,June,1
419,FOOD GROUP,, PULSES (LEGUMINOUS VEGETABLES),MT,138878,13469,86249,7.18,10.49,8.46,Import,2021,Qtr 2,June,1
420,FOOD GROUP,, ALL OTHERS FOOD ITEMS,,,52368,335340,,58.97,56.04,Import,2021,Qtr 2,June,1
422,MACHINERY GROUP,, POWER GENERATING MACHINERY,,,50794,325261,,122.34,118.25,Import,2021,Qtr 2,June,1
423,MACHINERY GROUP,, OFFICE MACHINE INCL DATA PROC EQUIP;,,,6943,44460,,12.16,10.1,Import,2021,Qtr 2,June,1
424,MACHINERY GROUP,, TEXTILE MACHINERY,,,15822,101317,,81.38,78.05,Import,2021,Qtr 2,June,1
425,MACHINERY GROUP,, CONSTRUCTION & MINING MACHINERY,,,2528,16188,,48.71,45.97,Import,2021,Qtr 2,June,1
426,MACHINERY GROUP,, ELECTRICAL MACHINERY & APPARATUS,,,34669,222004,,18.59,16.41,Import,2021,Qtr 2,June,1
428,MACHINERY GROUP, TELE COM, MOBILE PHONE,,,31963,204676,,18.81,16.62,Import,2021,Qtr 2,June,1
429,MACHINERY GROUP, TELE COM, OTHER APPARATUS,,,8006,51267,,15.81,13.68,Import,2021,Qtr 2,June,1
430,MACHINERY GROUP,, AGRICULTURAL MACHINERY & IMPLEMENTS,,,1821,11661,,34,31.52,Import,2021,Qtr 2,June,1
431,MACHINERY GROUP,, OTHER MACHINERY,,,47390,303463,,19.07,16.88,Import,2021,Qtr 2,June,1
435,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CBU-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,2617,16758,,48.19,45.49,Import,2021,Qtr 2,June,1
436,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CARS,,,4813,30820,,0.88,-0.98,Import,2021,Qtr 2,June,1
437,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CBU-MOTOR CYCLES,,,62,397,,3.33,1.79,Import,2021,Qtr 2,June,1
439,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)","CKD/SKD-BUSES,TRUCKS & OTH  HEAVY VEHICLES",,,8234,52727,,29.42,27.04,Import,2021,Qtr 2,June,1
440,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CARS,,,19144,122589,,18.71,16.52,Import,2021,Qtr 2,June,1
441,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",CKD/SKD-MOTOR CYCLES,,,1271,8139,,29.56,27.17,Import,2021,Qtr 2,June,1
442,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",PARTS & ACCESSORIES,,,5895,37749,,12.72,10.64,Import,2021,Qtr 2,June,1
443,TRANSPORT GROUP," ROAD MOTOR VEH  (BUILD UNIT,CKD/SKD)",OTHERS,,,1396,8939,,-16.76,-18.28,Import,2021,Qtr 2,June,1
444,TRANSPORT GROUP,,"AIRCRAFTS, SHIPS AND BOATS",,,12349,79077,,73.95,70.76,Import,2021,Qtr 2,June,1
445,TRANSPORT GROUP,,OTHERS TRANSPORT EQUIPMENTS,,,926,5930,,53.31,50.51,Import,2021,Qtr 2,June,1
447,PETROLEUM GROUP,, PETROLEUM PRODUCTS,MT,1514101,113787,728639,26.26,31.21,28.79,Import,2021,Qtr 2,June,1
448,PETROLEUM GROUP,, PETROLEUM CRUDE,MT,816841,59761,382682,16.32,22.9,20.64,Import,2021,Qtr 2,June,1
449,PETROLEUM GROUP,,"NATURAL GAS, LIQUIFIED",,,49083,314305,,15.77,13.65,Import,2021,Qtr 2,June,1
450,PETROLEUM GROUP,," PETROLEUM GAS, LIQUIFIED",,,7810,50012,,106.23,102.47,Import,2021,Qtr 2,June,1
451,PETROLEUM GROUP,, OTHERS,,,6,38,,-71.43,-72.66,Import,2021,Qtr 2,June,1
453,TEXTILE GROUP,, RAW COTTON,MT,81945,25337,162246,23.4,26.79,24.45,Import,2021,Qtr 2,June,1
454,TEXTILE GROUP,, SYNTHETIC FIBRE,MT,27898,8350,53470,-25.64,-25.48,-26.85,Import,2021,Qtr 2,June,1
455,TEXTILE GROUP,, SYNTHETIC & ARTIFICIAL SILK YARN,MT,14873,5225,33458,-41.07,-38.82,-39.95,Import,2021,Qtr 2,June,1
456,TEXTILE GROUP,, WORN CLOTHING,MT,93011,6034,38639,5.7,5.42,3.48,Import,2021,Qtr 2,June,1
457,TEXTILE GROUP,, OTHR TEXTILE ITEMS,,,10133,64887,,-1.27,-3.09,Import,2021,Qtr 2,June,1
459,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, FERTILIZER MANUFACTURED,MT,704186,27767,177807,340.04,118.17,114.17,Import,2021,Qtr 2,June,1
460,"AGRICULTURAL & OTHER
 CHEMICALS GROUP",, INSECTICIDES,MT,3239,2919,18692,15.55,5.84,3.88,Import,2021,Qtr 2,June,1
